age,selling_price,km_driven,mileage,engine,max_power,seats
6,790000,120000,24.52,1248,88.5,7
6,590000,120000,25.2,1248,74,5
5,635000,120000,21.21,1197,81.8,5
7,540000,110000,15.96,2523,62.1,7
10,265000,67000,23.08,1461,63.12,5
8,600000,50000,23.4,1248,74,5
10,409999,100000,22.32,1582,126.3,5
7,525000,80000,23.59,1364,67.05,5
11,150000,50000,18.5,1399,68,5
15,55000,70000,15.9,1298,85,5
11,130000,70000,14,796,35,5
5,925000,50000,24.3,1248,88.5,5
5,690000,65000,21.04,1461,83.8,7
10,560000,200000,20.77,1248,88.76,7
4,950000,7500,28.09,1248,88.5,5
5,695000,65000,21.04,1461,83.8,7
9,450000,35000,18.6,1197,85.8,5
9,2000000,60000,16.2,2993,235,5
13,229999,71000,16.1,1197,85,5
5,300000,30000,23.95,998,67.05,5
10,200000,50000,19.7,796,46.3,5
14,725000,80000,14.84,2143,170,5
11,235000,90000,18.06,1198,75,5
5,666000,13000,18.6,1197,81.83,5
22,65000,100000,16.1,796,37,4
4,834000,30000,25.5,1498,98.6,5
10,430000,120000,15.96,2523,62.1,7
12,360000,120000,17.8,1248,75,5
8,240000,70000,21.1,814,55.2,5
6,210000,210000,25.2,1248,74,5
12,135000,148000,19.09,1396,69,5
5,700000,54188,18.49,1493,100,7
5,750000,60000,18.49,1493,100,7
10,425000,90000,20.5,1598,103.5,5
11,150000,100000,18.6,1199,79.4,5
8,215000,40000,21.1,814,55.2,5
8,225000,35000,20.63,1198,67,5
5,330000,20000,23.01,999,67,5
15,54000,144000,10.9,796,32.8,5
8,374000,54043,18.9,1197,81.86,5
10,549000,66657,22.32,1582,126.32,5
6,390000,42000,19.09,1405,69.01,5
9,455999,35582,18.5,1197,82.85,5
9,453000,54327,17.2,1197,103.6,5
6,579000,7949,17,1198,73.75,5
12,258000,59734,16.95,1197,78.9,5
10,428000,49185,16.8,1497,116.4,5
11,262000,56389,20.36,1197,78.9,5
9,389000,58245,16.47,1198,73.9,5
7,346000,36422,18.44,1198,75,5
11,339000,42535,16.7,1198,88.8,5
11,272000,40736,16.95,1197,78.9,5
10,369000,56246,18.6,1197,85.8,5
11,277000,55403,18.6,1197,85.8,5
4,535000,30000,20.3,1199,84,5
7,265000,67000,23.95,998,67.05,5
9,400000,70000,17.01,1591,121.3,5
8,459999,90000,24,1120,70,5
3,667000,7500,18.6,1197,81.86,5
11,300000,80000,11.57,2179,138.1,7
10,229999,186000,23.57,1396,70,5
6,200000,110000,25,1396,69,5
17,150000,120000,17.8,1399,68,5
10,280000,105358,17.8,1399,67,5
8,590000,70000,18.6,1197,81.83,5
12,142000,49200,19.81,1086,68.05,5
5,850000,40000,17.4,1497,117.6,5
8,600000,40000,24.2,1498,98.6,7
5,700000,40000,18.49,1493,100,7
9,200000,70000,18.6,1199,79.4,5
6,900000,110000,19.67,1582,126.2,5
8,220000,100000,23.95,998,67.05,5
4,650000,10000,18.9,1197,81.86,5
5,3100000,70000,15.04,2755,174.5,7
6,1500000,100600,13.68,2393,147.8,8
10,1800000,50000,16.09,1995,184,5
8,800000,136000,15.1,2179,140,7
5,2100000,48000,17.9,2143,136,5
12,250000,110000,17.8,1399,68,5
10,550000,86000,19.01,1461,108.45,5
13,125000,141000,19.7,796,46.3,5
11,450000,80000,17,1497,118,5
7,850000,140000,16,2179,140,7
8,459999,65000,23.4,1248,74,5
8,434999,110000,23.4,1248,74,5
14,120000,100000,17,1405,70,5
7,600000,80000,25.2,1248,74,5
14,135000,90000,18.9,998,67.1,5
6,550000,44000,18.16,1196,86.8,5
8,385000,25000,23.1,998,67.04,5
6,800000,25000,15.29,1591,121.3,5
6,780000,35000,22.54,1396,88.73,5
14,100000,195000,19.7,796,46.3,5
5,650000,60000,22.54,1396,88.73,5
18,50000,50000,16.1,796,37,4
10,425000,100000,22.32,1582,126.32,5
7,500000,70000,20.4,1248,91.7,5
5,590000,30000,25.2,1248,74,5
6,459999,27000,23.1,998,67.04,5
2,578000,5000,21.21,1197,81.8,5
10,550000,110000,20.77,1248,88.76,7
9,465000,80000,16.8,1497,116.3,5
4,890000,80000,16.5,1493,70,7
8,250000,110000,20.8,1461,65,5
4,420000,35000,20.51,998,67,5
5,550000,20000,21.21,1197,81.8,5
4,270000,20000,24.7,796,47.3,5
4,700000,7800,22,1197,81.8,5
5,500000,20000,20.4,1197,81.8,5
3,1250000,15000,17.6,2179,147.94,7
9,320000,31377,18.5,1197,82.85,5
4,700000,50000,28.4,1248,74.02,5
7,290000,60000,20.51,998,67.04,5
10,550000,100000,14.53,1794,138.1,5
10,265000,60000,19.4,1198,86.8,5
4,830000,5000,21.4,1197,83.1,5
5,800000,60000,14.1,2179,147.94,7
11,160000,25000,19.7,796,46.3,5
4,335000,30000,25.17,799,53.3,5
5,329000,80000,20.63,1198,67,5
5,775000,75000,24.3,1248,88.5,5
2,524000,32000,20.14,1197,81.86,5
7,245000,40000,22.74,796,47.3,5
10,275000,93000,17,1197,80,5
7,610000,50000,21.19,1396,88.73,5
7,615000,60000,26.59,1248,74,5
8,684000,60000,20.77,1248,88.8,7
8,680000,64000,20.77,1248,88.8,7
8,500000,120000,20.45,1461,83.8,5
8,520000,120000,20.45,1461,83.8,5
4,675000,60000,24.4,1498,98.63,5
11,1350000,81500,14.84,2143,167.62,5
11,1350000,80000,15.8,2148,170,5
3,675000,5000,21.21,1197,81.8,5
6,725000,30000,21.7,1498,98.96,5
3,1200000,15000,20,1497,115,5
4,650000,40000,20.14,1498,88,5
3,1090000,16500,17,1197,110,5
5,1100000,67000,17.01,1582,126.2,5
5,670000,48000,22.54,1396,88.73,5
4,780000,35000,22.54,1396,88.73,5
5,720000,60000,28.09,1248,88.5,5
4,610000,52000,22,1197,81.8,5
5,600000,29000,22,1498,108.495,5
6,535000,50000,19.87,1461,83.8,5
13,142000,110000,20.36,1197,78.9,5
5,515000,23000,21.4,1197,83.1,5
6,335000,40000,20.63,1198,67,5
5,957000,60000,21.38,1396,88.7,5
5,605000,127000,28.4,1248,74.02,5
9,316000,140000,21.02,1248,88.76,5
3,675000,5000,20,999,72,7
7,520000,70000,26.59,1248,74,5
11,265000,60000,19.3,1248,73.9,5
6,395000,40000,16.2,1199,74,5
6,385000,40000,16.2,1199,74,5
13,142000,70000,18.9,1061,67,5
13,160000,35000,19.81,1086,68.05,5
10,180000,50000,19.09,1396,69,5
9,480000,42462,16.8,1497,116.3,5
7,470000,54723,25.2,1248,74,5
4,480000,20375,20.89,1197,81.8,5
9,450000,43978,28.4,1248,74,5
5,520000,28832,23.4,1248,74,5
3,700000,3177,18.5,1194,94.93,5
7,400000,39414,18.9,1197,81.86,5
10,200000,30078,15.3,1396,70,5
10,250000,44588,21.1,814,55.2,5
7,400000,49907,21.63,998,67.04,5
9,371000,67082,21.21,1197,81.8,5
6,450000,40000,18.9,1197,82,5
6,570000,112879,23,1498,98.96,5
9,300000,80000,19.4,1198,86.8,5
5,620000,25000,18.6,1197,81.83,5
4,949000,10200,17.4,1497,117.6,5
4,750000,60000,16.5,1493,70,7
5,350000,20000,23.1,998,67.04,5
5,1250000,60000,16,2179,140,7
6,270000,30000,23.01,999,67,5
9,235000,40000,21.1,814,55.2,5
6,500000,60000,20.4,1197,81.8,5
10,220000,111000,19.7,796,46.3,5
8,380000,70000,23.4,1248,74,5
12,160000,100000,20.92,998,67.1,5
12,160000,100000,20.92,998,67.1,5
5,339000,25000,20.3,998,68.05,5
11,229999,100000,15.3,1596,99.6,5
6,400000,35000,25.32,1198,77,6
4,470000,25000,25.4,1186,73.97,5
19,45000,58000,16.1,796,37,4
3,575000,20000,19.4,1194,94.93,5
3,325000,1300,22.5,999,67,5
25,50000,120000,16.1,796,37,4
8,350000,15000,20.51,998,67.04,5
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
6,300000,25000,25.17,799,53.3,5
8,540000,150000,19.01,1461,108.5,5
4,580000,10000,23.1,998,67.04,5
7,1000000,70000,19.67,1582,126.2,5
5,459999,80000,22.95,1248,74,5
7,635000,50000,25.2,1248,74,5
8,650000,83000,22.32,1582,126.32,5
9,525000,116000,23.4,1248,74,5
7,350000,60000,15.8,1172,67.1,5
14,320000,175802,19.3,1248,73.9,5
16,450000,192000,12.8,2494,102,8
11,227000,73840,15.04,1598,103.6,5
11,325000,162000,13.6,2523,63,8
4,275000,20000,23,999,67,5
9,300000,75000,18.9,1197,82,5
11,400000,320000,12.05,2179,120,8
7,550000,120000,20.34,1498,103.2,5
6,550000,20000,20.4,1197,81.8,5
5,900000,40000,21.66,1498,108.6,5
12,165000,20000,19.7,796,46.3,5
8,210000,70000,21.1,814,55.2,5
6,650000,30000,19.64,1461,108.45,5
8,680000,120000,15.1,2179,140,7
3,390000,25000,23.01,999,67,5
6,260000,80000,25.17,799,53.3,5
9,450000,67000,19.1,1197,85.8,5
14,130000,120000,19.81,1086,68.05,5
3,890000,9000,24.3,1248,88.5,5
3,3800000,20000,18,1969,190,5
12,225000,80000,14,1595,102,5
4,3200000,60000,15.04,2755,174.5,7
12,210000,120000,21.12,1248,88.8,5
8,3500000,60000,11,2982,170.3,7
8,750000,80000,25.1,1498,98.6,5
11,350000,120000,12.2,2499,80,10
3,2000000,24857,16.5,1799,139.46,5
5,270000,26442,20.3,998,68.05,5
5,700000,35000,17.5,1373,91.1,7
12,130000,28000,19.7,796,46.3,5
7,650000,80000,20.77,1248,88.8,7
17,55000,39000,19.7,796,46.3,5
5,475000,20000,20.51,998,67,5
9,325000,50000,21.64,1461,84.8,5
5,615000,40000,19,1199,88.7,5
7,390000,15000,18.9,1197,82,5
3,650000,15000,22,1197,81.8,5
7,440000,30000,20.4,1197,81.8,5
8,600000,70000,26,1498,98.6,5
10,170000,80000,16.2,995,62.1,5
9,499000,80000,15.96,2523,63,9
10,525000,120000,22.54,1396,88.73,5
7,580000,90000,20.45,1461,83.8,5
6,420000,110000,18.2,1248,73.74,7
7,1300000,120000,12.99,2494,100.6,7
6,800000,80000,23.9,1582,126.2,5
2,600000,5000,21.21,1197,81.8,5
5,400000,50000,18.5,1198,86.8,5
5,700000,65000,26.59,1248,74,5
5,800000,35000,27.39,1248,74,5
7,600000,90000,27.3,1498,98.6,5
6,580000,100000,25.2,1248,74,5
6,350000,15000,25.17,799,53.3,5
11,204999,147000,20,1399,68,5
5,1350000,20000,16,2179,140,7
13,310000,120000,23,1396,90,5
11,700000,250000,12.8,2494,102,7
6,459999,69000,25.83,1498,99,5
5,860000,80000,28.09,1248,88.5,5
10,275000,97000,19,1086,68.1,5
6,390000,15000,25.17,799,53.3,5
4,1525000,50000,17.6,2179,153.86,7
17,110000,50800,19.7,796,46.3,5
5,484999,10000,23.1,998,67.04,5
4,5830000,30000,17.09,2993,261.4,4
10,185000,60000,19.7,796,46.3,5
4,665000,40142,24.4,1120,71,5
3,721000,9400,18.6,1197,81.83,5
6,390000,62000,25.32,1198,77,5
11,190000,90000,18.8,1248,90,5
3,975000,12584,16.55,2498,105,6
6,275000,49000,19.02,1198,67.05,5
6,315000,32000,24.7,796,47.3,5
3,685000,4300,18.6,1197,81.86,5
3,595000,14548,21.21,1197,81.8,5
4,900000,44772,23,1498,98.96,5
4,950000,48500,25.47,1248,88.5,7
6,275000,38000,24.7,796,47.3,5
5,570000,28782,18.6,1197,81.83,5
4,700000,28451,18.6,1197,81.83,5
4,910000,36500,24.3,1248,88.5,5
4,751000,44885,26.59,1248,74,5
8,225000,35000,21.1,814,55.2,5
13,135000,110000,17,1405,71,5
5,825000,79000,25.47,1248,88.5,7
7,1650000,91000,12.55,2982,168.5,7
4,875000,50000,24.3,1248,88.5,5
6,650000,81000,28.09,1248,88.5,5
3,1450000,22000,16,1368,160,5
5,975000,41000,20.5,1582,126.2,5
3,925000,50000,24.52,1248,88.5,7
6,725000,66000,20.77,1248,88.8,7
9,550000,65000,20.77,1248,88.76,7
8,550000,76000,22.54,1396,88.73,5
9,750000,95000,12.8,2494,102,7
9,475000,55000,17,1497,118,5
5,325000,65000,19.02,1198,67.05,7
5,725000,76000,25.47,1248,88.5,7
4,775000,47000,16.02,1373,93.7,7
5,625000,70000,23.4,1248,74,5
8,470000,89000,22.9,1248,74,5
5,1750000,98000,13.68,2393,147.51,7
6,1650000,90000,13.68,2393,147.51,7
4,1050000,70000,21.38,1396,88.7,5
9,380000,57000,22.9,1248,74,5
5,650000,70000,26.59,1248,74,5
6,275000,49200,21.1,814,55.2,5
13,220000,125000,13.5,1799,130,5
14,200000,60000,19.81,1086,68.05,5
7,315000,120000,15.37,1196,73,5
18,90000,110000,19.7,796,46.3,5
15,120000,70000,18.9,1061,67,5
16,90000,168000,18.9,998,67.1,5
4,1500000,30000,16,2179,140,7
7,370000,60000,24,1120,70,5
6,595000,131111,25.2,1248,74,5
15,150000,120000,19.2,1461,65,5
10,400000,58400,19.3,1248,73.9,5
6,310000,23400,23.95,998,67.1,5
4,385000,50000,23.1,998,67.04,5
8,750000,90000,15.1,2179,140,7
3,521000,3010,20.3,1086,68,5
12,180000,80000,21.12,1248,88.8,5
11,220000,155000,17.8,1399,68,5
24,40000,70000,16.1,796,37,4
4,540000,4000,18.9,1197,81.86,5
15,140000,35000,19.7,796,46.3,5
19,200000,121000,17.3,993,60,5
7,650000,110000,22.77,1498,98.59,5
12,229999,170000,17.8,1399,68,5
12,305000,175000,17.8,1248,75,5
4,1400000,30000,16,1997,140,7
14,200000,163000,17.8,1399,68,5
14,200000,163000,17.8,1399,68,5
12,465000,77088,14,2489,95,8
11,210000,110000,23.08,1461,63.1,5
6,570000,136511,15.96,2523,62.1,7
7,570000,80000,16.02,1373,93.7,7
7,650000,60000,16.02,1373,93.7,7
6,620000,36000,20.85,1197,83.14,5
10,250000,65000,18.9,998,67.1,5
11,1000000,50000,17.05,1995,184,5
10,300000,60000,26.2,998,58.2,5
9,300000,82500,20.3,1248,75,5
4,810000,30000,23,1498,98.96,5
11,270000,100000,18.3,1991,147.9,5
7,470000,70000,26.59,1248,74,5
5,400000,85000,20.65,1248,88.7,5
8,300000,60000,20.51,998,67.04,5
7,170000,20000,22.74,796,47.3,5
8,455999,80000,19.01,1461,108.45,5
13,121000,100000,13,2489,95,8
6,650000,80000,24.3,1248,88.5,5
5,350000,35000,17.57,1193,88.7,5
9,125000,139000,25.44,936,57.6,5
17,80000,90000,19.7,796,46.3,5
14,250000,100000,17.7,1497,78,5
11,225000,90000,20.54,1598,103.6,5
15,215000,105000,13.6,2523,63,7
5,450000,40000,25.4,1186,73.97,5
5,509999,90000,20.14,1197,81.86,5
7,245000,36710,22.74,796,47.3,5
4,400000,50000,23.5,909,45,8
6,620000,28180,23.65,1248,88.5,5
5,650000,44000,23.65,1248,88.5,5
3,1700000,15000,17,1956,138.1,5
3,590000,4000,19.72,1198,67,7
8,370000,30000,23.2,1248,73.94,5
9,350000,15000,18.6,1197,85.8,5
5,580000,20000,21.4,1197,83.1,5
4,450000,56000,18.9,1197,81.86,5
5,600000,19000,17.19,1197,81.86,5
6,2400000,30000,12.62,2198,158,7
5,450000,70000,18.6,1197,81.83,5
13,150000,30000,19.09,1396,69,5
3,400000,15000,15.37,1196,73,5
9,185000,85000,22.74,796,47.3,5
4,625000,50000,22,1197,81.8,5
3,700000,20000,17.19,1197,81.86,5
5,390000,25000,20.51,998,67.04,5
4,625000,25000,17,1198,108.5,5
8,400000,50000,19.1,1197,85.8,5
11,380000,150000,23,1396,90,5
13,400000,90000,14.53,1794,138.1,5
3,620000,100000,17.57,1193,88.7,5
14,190000,180000,17.8,1399,67,5
9,210000,50000,22.74,796,47.3,5
10,270000,80000,23.2,1248,73.94,5
23,45000,100000,17.3,993,60,5
8,220000,93000,21.1,814,55.2,5
8,550000,11500,15.96,2523,63,9
9,370000,120000,18.5,1197,82.85,5
7,650000,50000,14.95,2489,93.7,9
10,550000,120000,16.8,1497,116.3,5
12,225000,100000,17.8,1399,68,5
18,40000,57000,16.1,796,37,4
6,280000,60000,21.1,814,55.2,5
5,570000,44077,17.01,1499,110.5,5
5,290000,90000,24.7,796,47.3,5
4,720000,50000,21.19,1396,88.73,5
5,800000,60000,22.77,1498,98.59,5
10,265000,20000,19.81,1086,68.05,5
12,135000,90000,19.7,796,46.3,5
6,350000,70000,25.83,1498,99,5
6,490000,80000,18.2,1248,73.74,8
10,450000,72000,22.32,1582,126.32,5
6,950000,50000,15.4,1997,120,7
10,355000,90000,17.5,1298,85.8,5
3,700000,17000,18.6,1197,81.86,5
10,459999,70000,12.05,2179,120,8
10,350000,74000,22.07,1199,73.9,5
16,85000,60000,19.7,796,46.3,5
6,290000,15000,22.74,796,47.3,5
3,1000000,72000,25.5,1498,98.6,5
14,85000,25000,16.84,1193,64.4,5
19,65000,114000,19.7,796,46.3,5
17,75000,120000,13,1493,100,5
19,100000,250000,18.7,1896,66,5
13,170000,55768,17,1405,71,5
5,525000,40000,18.9,1197,81.86,5
2,265000,70000,21.79,998,67.05,5
4,459999,50000,20.3,1199,84,5
5,250000,20000,23.95,998,67.05,5
9,395000,70000,23.4,1248,74,5
8,375000,60000,18.9,1197,82,5
13,120000,120000,17,1405,71,5
11,290000,110000,21.1,1248,73.9,5
5,409999,60000,23.84,1199,84,5
13,200000,30000,16.5,995,63,5
4,900000,35000,21.13,1498,108.6,5
19,50000,50000,16.1,796,37,4
10,450000,100000,19.01,1461,108.45,5
10,650000,80000,15.1,2179,140,7
8,300000,84000,20.14,1498,88.5,5
8,425000,60000,25.01,1498,89.75,5
24,55000,50000,17.3,993,60,5
11,200000,60000,20.36,1197,78.9,5
7,975000,100000,16,2179,140,7
9,450000,70000,15.96,2523,62.1,7
8,600000,82500,15.96,2523,62.1,7
8,550000,76000,15.96,2523,62.1,9
11,180000,87000,18,1248,75,5
12,300000,120000,14,2498,112,7
6,350000,70000,17.57,1193,88.7,5
8,465000,90000,23.4,1248,74,5
12,200000,188000,21.12,1248,88.8,5
8,350000,120000,18.2,1248,73.8,8
7,650000,80000,17.4,1497,117.3,5
12,150000,123278,20.36,1197,78.9,5
8,560000,100000,26,1498,98.6,5
7,625000,90000,21.19,1396,88.73,5
10,220000,110000,20,1399,68,5
9,250000,110000,20,1399,68.1,5
4,575000,70000,20.65,1248,88.7,5
7,1050000,65000,15.1,2179,140,7
7,3000000,70000,16.36,2179,187.7,5
10,200000,90000,11.57,2179,138.1,7
6,262000,50000,22.74,796,47.3,5
4,299000,33000,21.1,814,55.2,5
7,250000,26500,22.74,796,47.3,5
11,140000,60000,17.92,1086,62.1,5
9,360000,70000,23.4,1248,74,5
7,210000,80000,20.63,1198,67.06,5
5,600000,60000,22.54,1396,88.73,5
11,210000,100000,19.5,1199,75,5
11,300000,80000,20.54,1598,103.6,5
6,450000,35000,18.9,1197,82,5
4,3200000,35000,10.91,3198,197,7
3,550000,10000,18.9,1197,81.86,5
11,100000,80000,18,1248,75,5
10,185000,50000,21.1,814,55.2,5
16,80000,90000,17.3,1061,64,5
5,295000,80000,24.7,796,47.3,5
5,360000,25000,23.01,999,67,5
8,210000,70000,20.92,998,67.1,5
3,585000,80000,17.4,1197,81.86,5
6,560000,50000,20.14,1498,88.7,5
7,600000,70000,26,1498,98.6,5
5,330000,60000,20.63,1198,67,5
3,990000,15000,17,1591,121.3,5
10,300000,90000,23.59,1364,67.1,5
4,650000,28000,17,1198,108.5,5
3,695000,20000,17.4,1197,81.86,5
8,300000,60000,24,1120,70,5
7,270000,22000,22.74,796,47.3,5
12,185000,70000,11.57,2179,138.1,7
9,200000,80000,22.1,1248,76.9,5
3,459999,35000,26.6,998,58.16,5
4,860000,60000,21.5,1497,108.5,5
4,400000,20000,23.84,1199,84,5
9,240000,142000,23.2,1248,73.94,5
7,570000,72000,26.59,1248,74,5
4,850000,90000,23,1498,98.96,5
11,155000,80000,20,1399,68,5
11,270000,125000,23,1396,90,5
7,610000,33000,20.73,1373,91.1,5
7,1000000,50000,19.67,1582,126.2,5
10,450000,120000,12.05,2179,120,9
4,500000,35000,25.4,1186,73.97,5
4,700000,43000,27.4,1498,98.63,5
15,135000,60000,19.7,796,46.3,5
10,430000,148000,12.05,2179,120,9
8,625000,70000,22.32,1582,126.32,5
11,280000,96000,16.95,1498,97.7,5
7,800000,70000,15.4,1997,120,7
10,220000,70000,23.2,1248,73.94,5
5,620000,18484,20.89,1197,81.8,5
11,300000,70000,13.93,2179,138.03,7
12,180000,25000,19.7,796,46.3,5
9,250000,120000,22.07,1199,73.9,5
5,480000,55000,20.85,1197,83.14,5
3,885000,10000,17,1497,121.31,5
2,550000,60000,25.32,1198,77,6
4,800000,30000,28.4,1248,74.02,5
9,180000,65000,17.92,1086,62.1,5
10,380000,50000,21.9,1396,88.76,5
3,520000,2560,24,1199,83.81,5
18,90000,60000,19.7,796,46.3,5
6,330000,80000,20.51,998,67.04,5
23,40000,50000,16.1,796,37,4
7,370000,120000,18.2,1248,73.8,8
13,290000,120000,16.8,1497,116.3,5
9,215000,47000,21.1,814,55.2,5
5,1282000,45000,17.6,2179,153.86,7
10,610000,90000,12.8,2494,102,8
9,380000,110000,21.27,1396,88.76,5
5,1250000,95000,15.4,1997,120,7
10,400000,103655,22.32,1582,126.3,5
4,700000,25000,17.4,1197,81.86,5
8,650000,80000,19.01,1461,108.45,5
8,95000,50000,25.4,624,37.5,4
7,1147000,56975,16,2179,140,7
12,150000,110000,0,1086,62,5
14,120000,80000,19.7,796,46.3,5
12,180000,187000,17.8,1399,68,5
9,325000,69000,18.6,1388,67,5
7,550000,206000,22.77,1498,98.59,5
4,950000,27000,22.77,1498,98.59,5
8,500000,132000,22.7,1498,89.84,5
5,725000,75000,26.1,1498,99.23,5
7,500000,18000,18.5,1194,94.93,5
11,180000,218000,21,1461,64.1,5
6,650000,10000,22.54,1396,88.73,5
12,285000,80000,17.8,1248,75,5
11,210000,215000,21,1461,64.1,5
10,200000,137000,17.8,1399,67,5
11,295000,65000,20.54,1598,103.6,5
15,160000,120000,17.7,1497,78,5
5,450000,10000,23.1,998,67.04,5
6,385000,20000,20.62,1198,67,7
11,350000,93500,18.6,1388,67,5
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
3,558000,70000,28.4,1248,74.02,5
12,165000,56000,17.92,1086,62.1,5
10,300000,80000,21.9,1396,88.76,5
3,500000,5000,20.3,1086,68,5
10,900000,100000,15.1,2179,140,7
14,830000,60000,11,2993,235,5
8,640000,65000,21.14,1498,103.52,5
7,900000,70000,15.4,2179,120,7
9,450000,60000,18.2,1248,73.8,7
4,825000,82000,28.09,1248,88.5,5
9,500000,80000,13.7,2179,138.1,7
5,325000,5000,18.15,1198,82,6
8,450000,133000,19.01,1461,108.45,5
5,675000,25000,17.5,1199,88.7,5
5,415000,15000,17.57,1193,88.7,5
5,1100000,40000,21.38,1396,88.7,5
6,500000,35000,17,1198,73.75,5
8,509999,70000,15.96,2523,62.1,7
15,200000,152000,10.5,2609,120,9
15,60000,100000,16.1,796,37,4
9,500000,80000,22.32,1582,126.3,5
13,45000,100000,17.2,1396,53.5,5
5,270000,50000,25.17,799,53.3,5
5,550000,40000,17.19,1197,81.86,5
6,235000,60000,23.01,999,67,5
4,600000,40000,18.6,1197,81.83,5
7,525000,60000,27.3,1498,98.6,5
10,325000,90000,22.9,1248,74,5
8,420000,90000,23.4,1248,74,5
8,229999,60000,20.92,998,67.1,5
9,375000,80000,23.4,1248,74,5
10,750000,120000,12.05,2179,120,8
4,400000,40000,23.84,1199,84,5
9,600000,91000,15.1,2179,140,7
14,110000,80000,17.8,1086,63,5
15,45000,73257,16.1,796,37,4
3,722000,80000,0,2523,70,2
2,500000,15000,23.84,1199,83.83,5
15,250000,110000,18.1,1493,110,5
4,950000,40000,21.13,1498,108.6,5
9,375000,212000,21.64,1461,84.8,5
4,780000,30000,28.4,1248,74.02,5
4,575000,30000,20.3,1086,68,5
5,563000,30000,18.6,1197,81.83,5
5,450000,15000,23.84,1199,84,5
2,2300000,1000,13.68,2393,147.51,7
23,80000,26320,16.1,796,37,4
12,320000,135000,23,1396,90,5
14,375000,100000,13.5,1799,130,5
5,400000,120000,15.37,1196,73,5
11,600000,230000,14,2498,112,7
6,315000,60000,23.01,999,67,5
10,1100000,80000,16.07,1995,181,5
12,350000,190000,19.3,1248,73.9,5
6,375000,120000,15.37,1196,73,5
9,1050000,217000,12.99,2494,100.6,8
7,350000,29000,23.1,998,67.04,5
12,120000,120000,18.9,1061,67,5
7,819999,90000,16,2179,140,7
4,700000,30000,18.6,1197,81.83,5
4,451999,30000,23.1,998,67.04,5
6,500000,56000,18.9,1197,82,5
7,1250000,90000,12.99,2494,100.6,8
7,500000,120000,18.49,1493,100,7
7,490000,60000,25.2,1248,74,5
14,200000,147000,19.3,1248,73.9,5
10,240000,35000,18.9,998,67.1,5
4,655000,19500,18.6,1197,81.83,5
4,620000,38426,17.19,1197,81.86,5
7,450000,35000,20.4,1197,83.11,5
8,310000,35000,20.51,998,67.04,5
15,150000,50000,19.7,796,46.3,5
10,180000,120000,25.44,936,57.6,5
11,150000,120000,19.4,1405,70,5
11,160000,112000,20,1399,68,5
9,600000,70000,14,2523,75,8
10,380000,145000,20.5,1598,103.5,5
15,120000,135000,17,1405,70,5
11,350000,500000,12.99,2494,100.57,7
10,135000,146000,19.61,1405,70,5
4,610000,10000,18.9,1197,81.86,5
2,260000,50000,20.14,1498,88.5,5
5,500000,25000,20.14,1197,81.86,5
6,220000,20000,23.01,999,67,5
16,121000,70000,13.5,1799,130,5
5,350000,50000,25,1396,69.01,5
4,2200000,25000,15.17,1968,181,5
11,280000,100000,23,1396,90,5
2,919999,20000,17,1198,108.5,5
