airbnb_id,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
40433284,312741885,28/11/2019,,,f,Del Valle,0,"['email', 'phone']",t,f,19.39878,-99.16437,Entire apartment,Entire home/apt,7,1 bath,3,3,1950,1,1125,240,7,89,10,10,10,10,f,0.43
40443736,233691395,01/01/2019,within a day,1,f,,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35812,-99.27052,Entire apartment,Entire home/apt,5,2.5 baths,2,3,1537,3,60,209,4,100,10,10,10,10,t,0.25
40445655,748399,27/06/2011,within a day,0.75,f,San Miguel Chapultepec,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41101,-99.18472,Entire house,Entire home/apt,7,4 baths,4,0,8182,2,21,77,3,93,10,9,9,9,f,0.21
40446320,312889278,28/11/2019,,,f,,1,"['email', 'phone']",t,f,19.33984,-99.10508,Private room in apartment,Private room,1,1.5 baths,1,,499,1,3,27,0,,,,,,t,
40449356,113570194,27/01/2017,within an hour,1,f,Tlacoquemecatl,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.37377,-99.17419,Private room in guest suite,Private room,2,1 private bath,1,1,235,3,30,179,8,100,10,10,10,10,f,0.48
40449992,52448004,27/12/2015,within a day,0.8,f,,4,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.35049,-99.29804,Entire apartment,Entire home/apt,2,1.5 baths,1,1,680,7,1125,71,9,98,10,10,10,9,f,0.59
40451628,69097003,26/04/2016,within an hour,1,t,,4,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,19.42441,-99.20213,Entire apartment,Entire home/apt,3,0 baths,1,2,999,1,1125,68,3,87,9,10,9,9,t,0.17
40452440,312954231,28/11/2019,,,f,,1,"['phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.39161,-99.14576,Entire condominium,Entire home/apt,4,2 baths,1,2,1000,15,1125,83,0,,,,,,f,
40457854,230954291,16/12/2018,within a few hours,0.9,t,Coyoacán,0,"['email', 'phone']",t,t,19.34699,-99.15133,Private room in condominium,Private room,2,1 private bath,1,2,270,2,1125,364,9,93,10,10,10,10,t,0.53
40466266,313086070,29/11/2019,,,f,,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42449,-99.16197,Private room in house,Private room,2,3 shared baths,1,1,900,1,101,179,1,80,10,6,8,10,t,0.06
40472833,82508857,08/07/2016,,,f,,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41183,-99.08699,Private room in house,Private room,2,1 shared bath,,0,409,1,1125,363,3,67,7,7,7,7,t,0.18
40472848,313216534,29/11/2019,within an hour,1,f,Roma Norte,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42233,-99.1573,Private room in apartment,Private room,1,1 private bath,1,1,450,2,1125,364,6,97,9,10,10,9,f,0.36
40474620,129481878,08/05/2017,within a few hours,0.86,f,,21,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.39536,-99.23867,Entire house,Entire home/apt,2,1 bath,1,1,1090,1,1125,365,5,96,9,10,9,10,t,0.47
40475153,80562800,28/06/2016,within an hour,1,f,Del Valle,1,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']",t,t,19.37009,-99.17156,Entire loft,Entire home/apt,2,1 bath,1,1,374,2,1125,240,8,90,9,10,10,10,t,0.48
40482171,3489734,06/09/2012,within an hour,0.75,f,Narvarte,4,"['email', 'phone', 'reviews']",t,f,19.39405,-99.16013,Private room in apartment,Private room,2,1 shared bath,1,1,224,3,28,365,0,,,,,,t,
40482603,267937723,11/06/2019,,,f,Del Valle,4,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.39924,-99.16957,Shared room in apartment,Shared room,1,2 shared baths,1,2,496,1,1125,89,1,100,10,10,10,10,f,0.06
40490810,267937723,11/06/2019,,,f,Del Valle,4,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40095,-99.16793,Private room in apartment,Private room,2,1 shared bath,1,1,798,1,1125,89,0,,,,,,f,
40491024,267937723,11/06/2019,,,f,Del Valle,4,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40048,-99.16774,Private room in apartment,Private room,1,1 shared bath,1,1,499,1,1125,89,1,100,10,10,10,10,f,0.06
40491650,108728752,27/12/2016,within an hour,1,f,,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.47682,-99.13395,Private room in guest suite,Private room,2,1.5 shared baths,1,1,550,1,1125,164,8,88,8,7,9,10,t,0.48
40492819,313456711,30/11/2019,,,f,Condesa,5,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40775,-99.17892,Entire apartment,Entire home/apt,2,1 bath,1,1,1699,4,1125,0,1,100,10,10,10,10,f,0.09
40493164,308588503,10/11/2019,a few days or more,0.33,f,Escandón,3,"['email', 'phone']",t,f,19.40014,-99.17403,Private room in apartment,Private room,2,1 shared bath,1,2,500,3,1125,365,0,,,,,,f,
40499421,82508857,08/07/2016,,,f,,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41108,-99.08872,Private room in house,Private room,2,1 bath,,,409,1,1125,365,1,80,8,10,8,10,f,0.07
40506379,156632464,29/10/2017,within an hour,1,t,Polanco,2,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.43801,-99.19981,Entire condominium,Entire home/apt,4,2 baths,2,2,3095,1,365,0,31,98,10,10,10,10,t,1.84
40508010,231043702,17/12/2018,within an hour,1,t,,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42333,-99.17111,Entire apartment,Entire home/apt,2,1 bath,1,1,800,1,180,118,22,95,10,10,10,10,t,1.32
40509258,190283296,18/05/2018,within a day,0.57,f,,6,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,19.33453,-99.28629,Private room in house,Private room,1,1 shared bath,1,1,203,1,29,337,0,,,,,,t,
40511903,262976823,20/05/2019,within an hour,1,f,Roma Norte,0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42044,-99.17154,Entire apartment,Entire home/apt,5,1 bath,2,2,770,1,90,338,14,90,9,10,9,10,t,0.86
40513705,187855337,04/05/2018,within an hour,1,f,,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40798,-99.17685,Entire apartment,Entire home/apt,4,1.5 baths,2,2,731,1,100,339,40,95,9,10,10,10,f,2.36
40514002,76168430,06/06/2016,,,f,,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,19.44745,-99.2173,Private room in apartment,Private room,2,1 shared bath,1,1,356,3,30,26,6,100,10,10,10,10,t,0.36
40515411,88295079,06/08/2016,within a few hours,0.9,f,,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40298,-99.06195,Entire apartment,Entire home/apt,4,1 bath,2,2,619,2,1125,359,12,88,10,10,10,10,f,0.71
40515753,113912748,29/01/2017,within a day,0.67,t,,1,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.39834,-99.17411,Entire apartment,Entire home/apt,5,1 bath,2,2,734,1,1125,145,62,97,10,10,10,10,f,3.65
40517415,169618843,24/01/2018,a few days or more,0,f,San Rafael,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43688,-99.16642,Private room in apartment,Private room,1,2 baths,1,1,290,1,1125,179,0,,,,,,f,
40523771,227194151,23/11/2018,,,f,,2,"['email', 'phone']",t,f,19.28986,-99.14464,Private room in house,Private room,1,1.5 shared baths,1,2,250,3,1125,364,0,,,,,,t,
40524725,135894880,19/06/2017,within an hour,1,t,Centro Histórico de la Ciudad de México,5,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.36581,-99.27125,Entire condominium,Entire home/apt,5,2 baths,2,2,1099,2,1125,333,6,97,10,10,10,10,t,0.36
40528196,95787057,18/09/2016,a few days or more,0.33,t,Centro Histórico,3,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42775,-99.14766,Private room in apartment,Private room,1,1 shared bath,1,1,259,1,1125,118,19,93,10,10,10,10,t,1.19
40529787,17244074,25/06/2014,,,f,,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42585,-99.17888,Private room in apartment,Private room,2,1 private bath,1,1,698,2,15,179,1,100,10,10,10,10,f,0.07
40529833,10100051,10/01/2017,within a day,1,t,,3,"['email', 'phone', 'reviews']",t,f,19.34082,-99.17119,Entire guest suite,Entire home/apt,2,1 bath,1,0,550,5,1125,0,1,100,8,8,10,10,f,0.07
40531700,243106933,14/02/2019,,,f,,3,"['phone', 'offline_government_id', 'selfie', 'government_id', 'work_email']",t,t,19.40539,-99.16197,Private room in apartment,Private room,2,1 shared bath,1,1,380,1,1125,365,6,90,8,10,10,10,t,0.35
40532780,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.4244,-99.16586,Private room in apartment,Private room,2,1 private bath,1,1,499,1,1125,240,8,100,10,10,10,10,t,0.51
40532942,302431514,15/10/2019,within an hour,1,f,Roma Norte,17,"['email', 'phone']",t,t,19.42051,-99.16692,Entire apartment,Entire home/apt,2,1 bath,1,1,893,4,1125,259,11,96,10,10,10,10,f,0.71
40534301,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.4244,-99.16586,Private room in apartment,Private room,2,1 private bath,1,1,499,1,365,351,9,96,10,10,10,10,t,0.56
40534827,234111795,03/01/2019,,,f,,1,"['email', 'phone', 'work_email']",t,f,19.4432,-99.14018,Private room in apartment,Private room,2,1 shared bath,1,0,798,1,1125,365,2,100,10,10,10,10,f,0.13
40535183,313855043,02/12/2019,within an hour,0.94,f,,0,"['email', 'phone']",t,f,19.45332,-99.09891,Entire apartment,Entire home/apt,4,1 bath,1,1,410,2,1125,170,36,95,10,10,10,10,t,2.11
40535311,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.42515,-99.16688,Private room in apartment,Private room,2,1 private bath,1,1,499,1,1125,237,4,100,10,10,9,10,t,0.29
40535396,31252981,15/04/2015,,,f,Del Valle,0,"['phone', 'facebook', 'reviews']",t,f,19.39511,-99.16789,Private room in apartment,Private room,2,1 shared bath,1,1,300,1,10,83,2,90,10,10,9,10,f,0.12
40535431,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.42353,-99.16619,Private room in apartment,Private room,4,1 private bath,1,2,519,1,1125,240,8,98,9,10,10,10,t,0.54
40535509,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.4244,-99.16586,Private room in apartment,Private room,4,1 private bath,1,2,519,1,365,352,10,96,10,9,9,10,t,0.65
40535607,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.4244,-99.16586,Private room in apartment,Private room,2,1 private bath,1,1,499,1,1125,245,10,98,9,9,10,10,t,0.63
40535720,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.4244,-99.16586,Private room in apartment,Private room,4,1 private bath,1,2,519,1,365,355,11,93,10,10,10,10,t,0.71
40535797,96211594,21/09/2016,within an hour,1,f,Zona Rosa,13,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id', 'work_email']",t,t,19.4244,-99.16586,Entire apartment,Entire home/apt,6,2 baths,2,3,1150,2,1125,266,1,100,10,10,10,10,f,0.07
40537165,51773399,19/12/2015,within an hour,1,t,,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.36107,-99.26876,Entire loft,Entire home/apt,4,1 bath,1,1,1086,1,1125,146,16,95,10,10,10,10,t,0.98
40537505,69097003,26/04/2016,within an hour,1,t,,4,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,19.42334,-99.20263,Private room in house,Private room,2,1 private bath,1,1,449,1,1125,362,1,100,10,10,10,10,f,0.11
40538412,14686608,24/04/2014,within a few hours,0.9,f,Hipódromo,24,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,19.41219,-99.17548,Entire apartment,Entire home/apt,4,1 bath,2,2,2200,3,1125,179,0,,,,,,f,
40538683,9727716,30/10/2013,within a day,0.8,f,Tabacalera,0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.435,-99.15335,Entire apartment,Entire home/apt,2,1 bath,1,1,2607,5,90,263,2,100,10,9,9,10,f,0.13
40539551,15184798,06/05/2014,within an hour,1,t,Narvarte,1,"['email', 'phone']",t,f,19.38615,-99.14976,Private room in apartment,Private room,1,1 shared bath,1,1,200,1,1125,324,12,98,10,10,10,10,t,0.71
40541069,23534726,09/11/2014,within an hour,1,t,Colonia Cuauhtémoc,2,"['email', 'phone', 'reviews']",t,t,19.42333,-99.17111,Entire apartment,Entire home/apt,2,1 bath,1,1,624,1,1125,55,55,97,10,10,10,10,f,3.4
40541491,121364173,18/03/2017,within an hour,1,f,Insurgentes,0,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.3693,-99.18324,Entire apartment,Entire home/apt,4,2 baths,2,3,929,3,1125,147,3,100,10,10,10,10,f,0.19
40541990,280717691,30/07/2019,within an hour,1,t,,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,t,19.38654,-99.19116,Entire apartment,Entire home/apt,5,2 baths,2,3,680,2,180,364,6,100,10,10,10,9,t,0.36
40552557,198283087,26/06/2018,within an hour,0.95,f,,10,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.28713,-99.18652,Entire apartment,Entire home/apt,2,1 bath,1,1,399,2,1125,365,4,80,10,8,10,9,t,0.24
40553695,49642900,22/11/2015,within an hour,1,f,Coyoacán,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.34601,-99.15705,Private room in guesthouse,Private room,2,1 private bath,1,0,540,1,1125,301,25,94,9,10,10,10,t,3.35
40553949,3919211,19/10/2012,within an hour,1,f,Condesa,42,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",t,t,19.37248,-99.15917,Entire apartment,Entire home/apt,6,2 baths,2,4,639,14,1125,179,1,100,10,10,10,10,t,0.08
40555878,142650467,26/07/2017,,,f,,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.34397,-99.14901,Entire apartment,Entire home/apt,5,2 baths,2,3,770,2,1125,54,73,98,10,10,10,10,t,4.44
40556369,131712241,24/05/2017,within an hour,0.9,f,Santa María La Ribera,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.45363,-99.15284,Entire apartment,Entire home/apt,4,1 bath,2,2,750,3,1125,365,34,84,7,9,9,9,t,2.03
40558528,152036552,25/09/2017,,,f,Escandón,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40176,-99.17569,Entire apartment,Entire home/apt,5,2 baths,2,3,1100,3,1125,57,3,93,10,10,10,10,t,0.18
40563518,145601938,12/08/2017,within a day,0.7,f,,2,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42415,-99.20417,Entire apartment,Entire home/apt,4,1 bath,2,2,1996,1,1125,1,0,,,,,,t,
40564919,355243,20/01/2011,within an hour,1,f,,0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,f,19.34258,-99.16016,Entire loft,Entire home/apt,2,1 bath,1,2,475,2,60,205,15,93,10,10,10,10,f,0.9
40565737,314026484,02/12/2019,a few days or more,0,f,San Pedro De Los Pinos,0,"['email', 'phone']",t,f,19.39985,-99.182,Private room in apartment,Private room,2,1 shared bath,1,1,350,2,1125,178,3,100,10,10,10,10,f,0.19
40566146,333035396,02/02/2020,within a few hours,1,t,,10,"['email', 'phone']",t,t,19.43605,-99.13622,Entire apartment,Entire home/apt,6,1 bath,2,2,757,3,1125,356,39,96,9,10,10,10,t,2.3
40568121,261857354,14/05/2019,within an hour,0.99,t,Juárez,45,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40931,-99.17,Entire apartment,Entire home/apt,6,2 baths,2,3,3991,1,1125,307,14,99,10,10,10,10,t,0.86
40568214,227316758,24/11/2018,within an hour,1,f,,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id', 'identity_manual']",t,t,19.38677,-99.19268,Private room in condominium,Private room,3,2 baths,2,3,1251,3,1125,205,4,100,10,10,10,10,f,0.25
40568410,19814681,11/08/2014,within an hour,1,f,,5,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.3641,-99.16371,Private room in apartment,Private room,1,1.5 baths,1,1,500,1,3,55,2,100,10,10,10,9,t,0.12
40570075,27737602,14/02/2015,,,f,,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.4651,-99.13851,Private room in apartment,Private room,2,1 shared bath,1,1,357,1,1125,365,1,100,10,10,10,10,f,0.07
40570173,261857354,14/05/2019,within an hour,0.99,t,Juárez,45,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40959,-99.16908,Entire apartment,Entire home/apt,3,1 bath,1,1,2004,1,1125,364,10,94,10,10,10,10,f,0.64
40570665,8158860,14/08/2013,within an hour,1,f,San Pedro De Los Pinos,1,"['phone', 'offline_government_id', 'selfie', 'government_id']",t,t,19.39097,-99.18375,Entire apartment,Entire home/apt,2,2 baths,1,1,499,5,60,81,3,100,9,10,10,10,f,0.18
40570892,261857354,14/05/2019,within an hour,0.99,t,Juárez,45,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.41127,-99.16872,Entire apartment,Entire home/apt,4,1 bath,1,3,2993,1,1125,307,6,93,10,10,10,10,t,0.38
40578800,180392402,24/03/2018,,,t,,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.33767,-99.18178,Private room in condominium,Private room,1,1 shared bath,1,1,238,1,5,0,1,100,10,10,10,10,f,0.07
40588573,257647241,23/04/2019,within an hour,1,t,,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35886,-99.14676,Entire condominium,Entire home/apt,2,1.5 baths,1,1,853,1,1125,85,8,98,10,10,10,10,t,0.48
40588902,261857354,14/05/2019,within an hour,0.99,t,Juárez,45,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.41077,-99.17078,Entire apartment,Entire home/apt,4,1 bath,1,2,2135,1,1125,356,13,98,10,10,10,10,t,0.8
40589726,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.3992,-99.17696,Entire loft,Entire home/apt,3,1 bath,,2,670,1,1125,365,29,89,9,9,9,9,t,1.76
40590345,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.39942,-99.1754,Entire loft,Entire home/apt,3,1.5 baths,,2,753,1,1125,2,35,96,10,10,10,10,t,2.06
40591131,105255944,26/11/2016,within an hour,1,t,,0,"['email', 'phone']",t,f,19.43667,-99.17323,Entire apartment,Entire home/apt,4,3 baths,2,2,890,2,1125,79,18,100,10,9,10,10,t,1.09
40592055,137406777,27/06/2017,within an hour,1,f,,0,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.30357,-99.18059,Private room in apartment,Private room,1,1.5 shared baths,1,1,200,1,1125,355,3,100,10,10,10,10,t,0.21
40593334,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43272,-99.1673,Entire apartment,Entire home/apt,7,1 bath,2,3,1493,1,1125,365,31,94,9,10,10,10,t,1.86
40593501,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.4338,-99.16951,Entire loft,Entire home/apt,4,1 bath,,2,678,1,1125,362,97,93,10,10,10,10,t,5.71
40593677,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43264,-99.16743,Entire apartment,Entire home/apt,5,1 bath,2,2,843,1,1125,362,33,95,10,10,10,10,t,1.98
40593816,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43246,-99.16911,Entire apartment,Entire home/apt,5,2 baths,2,2,971,1,1125,364,53,90,10,10,10,10,t,3.21
40593942,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43251,-99.16848,Entire loft,Entire home/apt,5,1 bath,,2,794,1,1125,361,70,95,10,10,10,10,t,4.13
40594064,91265490,22/08/2016,within an hour,1,f,Colonia Cuauhtémoc,389,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43437,-99.16754,Entire loft,Entire home/apt,4,1 bath,,2,671,1,1125,364,62,88,9,9,9,10,t,3.69
40594543,198471653,27/06/2018,within an hour,0.95,t,Roma Norte,6,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.42258,-99.1601,Entire apartment,Entire home/apt,7,2 baths,2,4,1100,2,1125,147,14,97,10,10,10,10,f,0.85
40595297,99815248,16/10/2016,within an hour,1,f,,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,19.43468,-99.16085,Entire apartment,Entire home/apt,5,2 baths,2,2,901,2,1125,153,21,95,9,9,10,10,t,1.26
40609310,69097003,26/04/2016,within an hour,1,t,,4,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",t,t,19.42261,-99.20261,Private room in house,Private room,1,1 bath,1,1,420,1,1125,335,7,94,9,10,10,10,t,0.41
40613335,314694525,05/12/2019,,,f,,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40398,-99.16431,Entire apartment,Entire home/apt,2,1 bath,2,2,1800,1,1125,363,0,,,,,,t,
40614487,314683572,05/12/2019,within an hour,0.98,f,Anzures,8,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43057,-99.17334,Private room in house,Private room,2,1 private bath,1,1,450,1,1125,355,22,90,9,9,10,10,t,1.3
40615831,314470403,04/12/2019,within a day,0.8,f,Florida/Axotla,0,"['email', 'phone']",t,f,19.3555,-99.17292,Private room in apartment,Private room,1,1 private bath,1,1,200,1,1125,0,13,92,10,9,10,10,t,0.83
40616429,27215085,04/02/2015,within a few hours,0.95,t,Condesa,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.39874,-99.17915,Private room in house,Private room,2,1.5 shared baths,1,1,282,3,1125,359,3,87,9,9,9,9,f,0.19
40617967,314756823,05/12/2019,within an hour,1,t,Santa María La Ribera,2,"['email', 'phone']",t,f,19.45515,-99.15415,Entire apartment,Entire home/apt,7,1 bath,3,5,720,1,1125,146,21,100,10,10,10,10,t,1.28
40618543,53361285,04/01/2016,within an hour,1,f,Hipódromo,62,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.43644,-99.19302,Entire apartment,Entire home/apt,2,1 bath,1,1,1242,1,1125,238,30,89,9,10,9,10,t,1.86
40619878,314683572,05/12/2019,within an hour,0.98,f,Anzures,8,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42829,-99.17356,Entire loft,Entire home/apt,4,1 bath,1,2,471,1,1125,361,36,86,9,9,9,10,t,2.12
40621575,292715447,06/09/2019,,,f,Narvarte,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.38642,-99.14724,Entire apartment,Entire home/apt,2,1 bath,2,3,395,180,1125,365,0,,,,,,t,
40621870,314925670,05/12/2019,within an hour,1,f,,1,['phone'],t,f,19.39403,-99.19277,Entire apartment,Entire home/apt,4,1 bath,2,2,216,60,1125,210,4,100,9,10,10,10,t,0.25
40622077,138094276,02/07/2017,within an hour,1,f,,9,"['email', 'phone', 'facebook', 'google', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.45879,-99.12277,Entire apartment,Entire home/apt,15,1 bath,2,5,640,1,1125,344,68,92,9,9,9,10,t,4.07
40624470,156386700,27/10/2017,a few days or more,0,f,,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,19.4065,-99.06331,Private room in apartment,Private room,2,1 private bath,,1,599,1,1125,365,2,100,10,10,10,10,f,0.12
40630300,136404173,22/06/2017,within a day,1,f,,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35631,-99.15597,Entire apartment,Entire home/apt,4,2 baths,2,2,1785,1,1125,125,9,91,10,10,9,10,f,0.54
40631183,180392402,24/03/2018,,,t,,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.33718,-99.18339,Private room in condominium,Private room,1,1 shared bath,1,1,229,1,5,2,6,100,10,10,10,10,f,0.39
40635047,51425944,15/12/2015,within a day,0.5,f,San Pedro De Los Pinos,5,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.39801,-99.17911,Private room in apartment,Private room,1,1.5 baths,1,1,350,2,1125,179,1,100,10,10,10,10,f,0.06
40635433,109059481,29/12/2016,within an hour,1,f,Roma Norte,11,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.40846,-99.15931,Entire house,Entire home/apt,13,4.5 baths,7,7,7184,3,1125,2,2,90,9,10,10,10,f,0.14
